movie,sentence,score
패밀리 맨,며칠전에 우리나라영화.스위치를 봤는데 이영화스토리를 따라 했었구나.둘다 넘감동적이에요.눈물 몇번이나 나오네요..,10
카운트,영화는 이런거지 진짜 오랫만에재밌게 봤어요 *^^*최공~,10
교섭,심하게 나쁘진 않는데 ㅅㅁ교인들을 너무 미화했다,7
불도저에 탄 소녀,돈 앞에는 한치의 양보도 없는 우리 MB가카의 실제 사례를 바탕으로 제작된 영화입니다,6
담보,"감동 그 잡채,, ㅠㅠ 꼭 보세요오 ",10
패밀리 맨,그 여자도 나와의 함께를 위해 희생했었다는 것..,10
패밀리 맨,끝났다 눈물닦고 코 푸는중 ㅠ,10
동감,목만이 너무 팬이에요 목만이 짱,7
21 그램,죽고 싶은 자와 죽이고 싶은자. 결국 21그램 차이.,8
타이타닉,"로맨스가 주는 감동, 타이타닉이 침몰하기 시작하면서 주는 긴장감, 둘다 충분히 느낄 수 있는 영화였다. 두마리 토끼를 다 잡은 영화",10
더 퍼스트 슬램덩크,재미있었어요 다른 버전도 나오면 좋을거 같아요,10
교섭,이슬람 국가에 전도하러간 사람들을 돈주고 협상한 소재 자체가 에러,2
아바타: 물의 길,13년만에 나온 영화!!너무너무 재미있습니다!!,10
패밀리 맨,2.26 ebs 패밀리맨 보고 눈물흘린 사람 손.. ㅜ갬동,10
교섭,국가가 국민에 대한 의무가 있는 것만큼 국민도 국가에 대한 의무가 있다.,1
창궐,보다 잤어요 너~~~무 재미없고 감동도 없고 시간아까움 정신건강을 생각해서 안보는걸 추천,1
인간중독,송승복은 어쩜 연기가 그렇게 늘지 않을까.내면 연기가 필요한 배역에 송승복 캐스팅 미스가 평점을 낡아먹읏 가장 큰 요인일듯,2
서치 2,각본이 진짜 탄탄하니 잘 짜여져 있네요 서치 1를 보고 느낀 그 충격은 여전했습니다,10
올드,재밌게만봤는데 평점 낮은게 아쉽네요? 바다가  참 멋지고 스토리도 좋았습니다 ,10
카운트,너무 멋있고 재밋어용!!!! 완전 인생영화!!!,10
카운트,"월매나 재미있던지 신랑이랑, 친구랑 가각 한 번씩 봤는데 얼마나 크게 혼자 웃었던지 극장 들썩거림.아들이 아버지입 손으로 세번 때릴때 웃겨 죽음. 푸하하 ",10
더 퍼스트 슬램덩크,"&amp;#39;더 퍼스트 슬램덩크&amp;#39;에서 주목할 점이라면, CG 부분인데.. 모션 캡처 기술을 이용해서 실제 선수들의 움직임을 재현해냈다는 점! 경기 장면들이 나올 때마다 생동감 있게 실제로 살아움직이는 느낌을 받았다. 특히, 마지막 25초 정도를 남기고 펼쳐지는 무음의 경기 장면에선 긴장감을 살린 스피드한 연출로 손에 땀을 쥐게 만들다가 소리가 다시 나올 때쯤에는 온몸에 전율이 퍼졌다. 무음의 장면이 나올 땐, 정말로 소름 돋을 정도로 압도적이었고, 모두가 숨죽여서 볼 만큼 정적이었는데.. 진짜 명장면 중에 명장면이고, 이 장면 때문에라도 꼭! 사운드가 좋은 영화관에서 직접 느껴보길 바란다.",10
서치 2,보통 시리즈물이면 원편보다 더 좋게만들기 힘들다고 생각되는데 기대이상이였던 영화 스토리도 더 탄탄하고 반전의 반전을 거듭하고 좀처럼 예상되지않아 몆번이고 소름이 돋았다는~ 3도 기대하겠습니당~,10
바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,넷플에있는거고대로...영화로ㅋㅋ평점안보고갔다가 이게무슨일이죠 아이가 본거라그래서 이번에개봉했는데설마?그랬더니ㅋㅋ어이가없네요,1
놉,독특한 상상력은 볼만함. ,6
카운트,"감동,재미,성장,우정까지 모두 가진 엄청난 명작이였다",10
애프터썬,"어딘가로 부터 흘러나와 느꼈을 감정, 같은 태양아래 있어도 우리의 삶은 전혀 다르다는 것을 ",9
서치 2,반전에 반전이라 놀람.. 다니엘 헤니도 나오니 반갑~,10
패트리어트 게임,IRA가 이렇게 강했으면 진작에 독립했겠지. 후반부는 무슨 정규군 특수부대 수준이던데 너무 억지가 심하다. 원작 소설도 이러려나?,4
글래디에이터,벅차 오르는 감정. 진정한 그 시대의 영웅,9
카운트,울다 웃게 만드는 마음따뜻해지는 착한영화!성유빈 너무 멋지고 장동주배우도 존잘!Ost pinkzebra의 Larger than life는 계속 귀에 맴도는 찰떡궁합.박시헌 선수의 억울함 다다 풀리길 바랍니다.,10
서치 2,재밌어요! 속도는 1편보다 낫습니다 ,8
서치 2,몰입도 최강ㅋㅋㅋ구글이랑 맥북은 진짜 대단혀,10
스마트폰을 떨어뜨렸을 뿐인데,원작인 소설과 일본영화보다는 잘 만듬. ,8
서치 2,속편도 재밌게 잘 만들었네,10
스마트폰을 떨어뜨렸을 뿐인데,스마트폰을 떨어트려서 위험한게 아님 이쁜 여자가 스마트폰을 떨어트려야 위험...못생기거나 할머니였으면 돌려줌,2
더 퍼스트 슬램덩크,느와르 영화보다 더 진한 남자 영화다 ,10
패밀리 맨,"진짜좋은내용이맞을까해년마다 생각이달라지는중멀쩡히잘사는 부자싱글남에게부성애,가족애를자극하면 누가 이전으로돌아간다하겠어.. 예전엔 감동이었지만 이젠화남..부자에 싸가지없고 밥맛없는게 요즘엔 더 살만할듯",6
TAR 타르,"음악 영화라고 생각하고 봤는데, 음악 영화는 아니었어요. 그렇지만 영화 자체는 정말 재미있고 많은 생각을 하게 하는 영화여서 만족합니다! 연기는 정말이지 최고였고, 스토리와 연출도 너무 좋았습니다. 추천합니다!",8
바람계곡의 나우시카,"영화의 메시지가 지금도 울린다는건, 인간은 아직 변하지 않았다는 것.",9
애프터썬,"볕좋은 휴양지, 즐거운 가족 여행의 이면. 밝음과 어둠. 생성과 소멸의 이중주를 보여주는 섬세한 연출 ",9
카운트,코믹과 감동 어느부분도 놓치지않고 잘만들어진 영화,10
스마트폰을 떨어뜨렸을 뿐인데,"현대 사회에서 스마튼폰은 그냥 폰이 아닌 자신의 모든것이다.출근부터 퇴근까지 어떤 교통편을 이용하고.어디서 타고 내렸는지 점심은 뭘 먹고 저녁은 뭘 먹었는디.어떤 친구들을 만났는지 어느회사 다니는지. 폰 관리 잘 해야 하는 중요성을 알려주는 영화였다.2023.02,25",10
인비저블 게스트,반전이 식스센스급임ㅋ,10
마루이 비디오,지금까지 봤던 공포영화중에 제일 색다르고 다큐 형식이라 지루할줄 알았는데 전혀… 무서워요..,10
서치 2,재미있게 봤습니다!! 스토리도 탄탄하고 반전미도 있어서 점점 몰입감이 생겼던 듯합니다. 다니엘 헤니가 많이 안 나왔지만 그래도 계속 함께한 느낌쓰라 좋았어요,10
배드 사마리안,배드사마리안.이런 영화를 왜 놓쳤는지 .오늘이라도 보게 되어서 다행이다.집중하고 볼수있는 스릴러 영화였다. 살면서 사이코 같은 인간들만 피할수 있어도 괜찮은 삶 일것 같다.2023 02.26,10
더 퍼스트 슬램덩크,"슬램덩크 이름만 들어봤는데 친구가 보자 해서 기대 안하고 갔는데 스케치 도입부에서 반해버렸어요,, 안 봤으면 평생 후회했을거 같네요",10
창공으로,세기의 미남 정준 얼굴값이 16만원 25명 구경.그 비행기가 문재인이라 했잖아요!,1
앤트맨과 와스프: 퀀텀매니아,이제 잘 모르겠다 ㅠㅡㅠ ,5
살수,"친구소개로 오랜만에 성님과 극장 나들이 살수를 봤다 사극안에는 옛날에 들은 스토리를 전개해 놓은듯 했고, 어릴적 추억을 소환해 보는 내내 연출자들과 한 몸 되어 무거운 주제 안에서 휠링의 시간이 되었다. ",9
다음 소희,사람들은 대부분 모른다. 다음 소희가 내 딸이 될 수도 있을거란 걸,8
보스 베이비 2,1편은 어린이 시점에서 재밌게 볼 수 있고 2편은 현실을 직시한 취업 준비생? 혹은 부모님들이 보면 감동 먹을 듯 ㅠ.ㅠ ,10
라이언 일병 구하기,보는내내 업햄 짜증남.,10
다음 소희,지나치면 안되는...영화,10
별을 쫓는 아이,사랑과 죽음의 의미인가?? 심오하네요.,8
교섭,면세점 쇼핑밖에 생각이 안난다.저들은 저때 사라졌어만 하는 것들이다. ,1
스마트폰을 떨어뜨렸을 뿐인데,"스토리나 분위기가 일본 영화 같은데...  와, 임시완 이놈 완전히 싸패네...",8
아워 미드나잇,뭔가 따로 노는 느낌각?;;;,5
크레이지 컴페티션,"다들 각자 자리에서는 거장이지만, 다들 각자 생각들이 있으니 다들 미친 경쟁을 하는 것이 아닐까.",8
앤트맨과 와스프: 퀀텀매니아,전작들에 비해 아쉽네요..많이 그래도 볼만은해요,6
서치 2,"존잼인데? 어떻게보면 뻔한 스토리지만 연출 덕분에 새롭게 느껴지고 좋았음. 이런 화면과 연출로도 긴장감을 줄 수 있다는거에 놀랍고, 몰입감도 대박! 아무래도 연출과 컨셉 특성상 클라이막스 씬에선 답답하고 아쉬운 점을 느꼈지만 그거 외에는 좋았음. 1보단 아쉽지만 그래도 충분히 재미있는 영화!",10
카운트,억지 감동이 아닌 진짜 감동에 웃음도 만땅. 재밌어요.,10
서치 2,진짜 몰입감 스토리 최고 작년부터 봐온 영화중 최고!!,10
비바리움,인생은 결국 자기 무덤을 파는 과정,9
콰이어트 플레이스 2,오랜만에 너무재밌게 봄,10
TAR 타르,초반에는 거의 졸면서 봤는데 뒤로 갈수록 볼만해지네요.,6
살수,",,살수,, 기획력이 참 좋은듯신현준씨와 연출자들 연기도  잘하고빵~뚫린 대나무위 높은하늘..정의롭지 못하면용서치 않는다긴장하면서  잘 봤네요^^",10
카운트,코믹한요소가 있지만 코미디영화는 아닙니다. 권투영화에요. 재밌어요~~^^,10
패밀리 맨,돈 많은 싱글이냐~돈 대신 따뜻한가정이냐~어떤 선택을 하든 그 선택 속에 찾을 수 있는 최선의 행복을 찾으면 되는거 아닐까? 어떤 선택도 완벽할 순 없으니까..,10
니 부모 얼굴이 보고 싶다,민사고 검사아들사건 보고 이영화보니 진짜 잘만든영화 ,10
교섭,시작부터 멍청한 인간들 살리려고 애궃은 사람들 개고생하는거 보니까 보는 내내 빡침이 베이스로 깔려있음. 그리고 황정민 연기도 이제는 한계가 느껴짐,1
앤트맨과 와스프: 퀀텀매니아,개미최고ㅋㅋ 이제 개미함부로 못죽이겟어요ㅎㅎ 개인적으로 스토리가 좀 약햇지만 새로운빌런이 등장하므로 봐주시는게 좋을듯요^^!!,8
서치 2,반전에 반전에… 피로감 상승,6
스마트폰을 떨어뜨렸을 뿐인데,개연성 1도없네 진짜로 ㅋㅋ,5
카운트,"보는 동안 지루하지 않고, 기대치 대비 그럭저럭 나쁘진 않습니다. ",8
앤트맨과 와스프: 퀀텀매니아,이정도면 괜찮다 생각한다 ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",스토리를 알았지만 보는동안 4번 욺,9
서치 2,많은 반전과 깔끔한 편집,7
카운트,실화를 바탕으로 한 영화여서 완전 집중됬다,10
다만 악에서 구하소서,태국 군대와 경찰들이 이정재 한명을 상대하지 못하는 장면에서 좀 어이가 없었지만 전반적으로 스케일 적당하고 긴장감 높았습니다. ,8
엘비스,주인공 연기력이 미쳤나 싶을정도로 너무 대단했음. 연출도 좋고 음악도 좋고 엘비스의 생애를 잘볼수 있던 영화,9
서치 2,요즘 영화는 반전이 없으면 않되나봐요이 영화도 반전요소 있습니다재밌네요 굿~,10
앤트맨과 와스프: 퀀텀매니아,답이없다. 마블은 믿고거르지만 진짜더믿고거른다..  제발안볼래 나좀그만데꼬가,1
앤트맨과 와스프: 퀀텀매니아,킬링타임용으로 재밋음 ㅋㅋ,7
앤트맨과 와스프: 퀀텀매니아, 친구랑 보러갔는데 친구가 완전 초집중하고재밌게 봤습니다,10
태양은 가득히,"이런 명작은 꼭 봐야합니다. 연기, 남주, 연출 스토리 모두 명작, 그 중에 단연 으뜸 명작은 남자주인공입니다. 꼭 보세요 여러번 보세요",10
카운트,재미있게 잘봤읍니다 부모님이 좋아하시네요,7
스위치,"성공은 돈이 아니라 주변에 있는 사람, 나의 가족이 성공의 척도이다.",7
바빌론,이런들 저런들 어떠하리,8
카운트,킬링타임 힐링용이고배우분들 역시 연기 다 잘하십니다,6
애니,노래도 연기도 쟁쟁한 배우들도 많이나오네요,10
마루이 비디오,고등학생이 만든 영화 같음,1
자백,김윤진배우님 와우! 연출도 좋고 꼭보세요,9
노 머시,이영화 봤을때 20대였는데 지금 60대 ㅜㅜ 엊그제같은데,10
마녀(魔女) Part2. The Other One,"구자윤은 없고, 대사도 어색하고, 일류인척 연기하는, 불편한 이종석의 그림자로 다른연기자의 노력이 가려집니다. 완성작에 가까운 일편을 그대로 살리면 될것을…안타깝습니다.",1
바이킹 울프,많은 부분이 아쉬운 영화.,3
카운트,초반에는 그냥 영화관에서 나갈까? 라는 생각이 들정도로 망했다 싶었는데 중반부터는 그냥저냥 볼만합니다.,5
동감,아 존나 OO이야 이해 안 감 보지마셈 어떻게 그런 관계가 되냐 니네가 사람이냐? ,4
스마트폰을 떨어뜨렸을 뿐인데,"요즘 시대에 조심해야,,,.스마트폰 시대,,.조심들 해야함.스토리는 신선함.",10
앤트맨과 와스프: 퀀텀매니아,영화관에서 보는데 좋은 자장가였습니다. 불면증 있으신 분들이 보시면 좋을듯,1
스마트폰을 떨어뜨렸을 뿐인데,"아쉬운 점1. 갑자기 여주인공 친구가 자기가 범인이라고 인정함( 물론 홧김에 상처받으라고 내던진 말 이라는건 알지만, 상황을 이어나가기 위해 억지로 대사를 끼워넣은 느낌으로써 몰입을 깸 )2. 갑자기 후반 형사들이 초기와 다르게 굉장히 무능력해짐, 범인과 대면 했지만 신분증 검사도 하지않고 그냥 보냄. 이것 또한 억지로 상황을 유지하기 위해 넣은 느낌임3. 집안 범인과 대치하는 상황에서 이상한 판단을 내림 (갑자기 방에서 거실로 몽둥이 들고 싸우러 나감, ( 그냥 핸드폰으로 키보드배틀하면서 112 누르면 경찰오는데 ) 또, 싸우러가서 때리기는 커녕 범인말 고분고분하게 들으면서 지손으로 지 손발을 묶는다. 무기도 들고있으면서.. 시청하는데 있어서 보편적으로 이해하기 힘든 행동을 하며 몰압을 해침)후반으로 갈수록 다들 갑자기 아이큐가 개박살나서 초반에 좋았던 집중력을 다 해친다...",5
